"query","subject","identity_perc","alignment_len","mismatch_num","gap_num","query_start","query_end","subject_start","subject_end","expect","score"
"AT4G05330","TRINITY_DN100002_c0_g1_i3_1_299_3406",41.463,41,22,1,199,237,53,93,0.019,37.4
"AT4G16970","TRINITY_DN100003_c0_g1_i4_1_835_260",26.316,152,85,5,722,856,48,189,0.004,40
"AT4G37420","TRINITY_DN100021_c0_g2_i1_1_209_1957",46.737,567,268,12,38,575,12,573,8.95e-170,499
"AT4G37110","TRINITY_DN100009_c0_g1_i2_2_4173_460",32.258,62,36,2,183,244,190,245,0.037,37
"AT4G27550","TRINITY_DN100010_c0_g1_i2_1_213_2081",29.545,44,29,1,51,94,278,319,4,31.6
"AT4G02730","TRINITY_DN100007_c0_g1_i5_1_2253_793",23.828,256,147,9,53,297,124,342,6.28e-12,67
"AT4G19440","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.137,657,444,5,86,741,120,762,9.96e-88,298
"AT4G19510","TRINITY_DN100018_c8_g1_i5_1_1087_305",27.381,168,102,6,744,900,90,248,2.7,32.3
"AT4G31850","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.37,540,373,2,140,676,196,735,4.08e-75,266
"AT4G35370","TRINITY_DN100007_c0_g1_i3_1_1800_340",24.675,231,139,12,173,381,119,336,0.00025,43.9
"AT4G07410","TRINITY_DN100007_c0_g1_i3_1_1800_340",20.732,164,96,4,185,327,140,290,9.2,30.4
"AT4G31900","TRINITY_DN100017_c0_g1_i1_2_3342_451",29.159,511,299,13,225,676,209,715,1.55e-55,210
"AT4G21430","TRINITY_DN100009_c0_g1_i2_2_4173_460",38.567,293,164,5,412,695,419,704,3.03e-54,206
"AT4G19050","TRINITY_DN100018_c8_g1_i5_1_1087_305",38.318,107,55,5,768,864,138,243,0.04,38.1
"AT4G26680","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.977,437,304,1,79,513,122,558,2.31e-65,229
"AT4G28010","TRINITY_DN100008_c0_g2_i1_1_534_2876",32.738,504,335,3,164,666,268,768,2.18e-80,275
"AT4G01860","TRINITY_DN100007_c0_g1_i5_1_2253_793",25,180,116,5,212,375,133,309,0.41,35.4
"AT4G31520","TRINITY_DN100001_c8_g1_i2_1_209_667",32.5,40,27,0,162,201,76,115,7.5,29.3
"AT4G18150","TRINITY_DN100017_c0_g1_i1_2_3342_451",35.294,51,30,1,347,394,181,231,6.8,30.8
"AT4G03175","TRINITY_DN100003_c0_g1_i4_1_835_260",37.143,140,82,3,2,135,52,191,1.21e-21,88.2
"AT4G28450","TRINITY_DN100007_c0_g1_i5_1_2253_793",24.18,244,134,7,82,316,129,330,4.7e-06,49.3
"AT4G19520","TRINITY_DN100018_c8_g1_i5_1_1087_305",30.168,179,106,6,735,895,44,221,1.79e-05,48.9
"AT4G28980","TRINITY_DN100003_c0_g1_i4_1_835_260",25.153,163,99,5,277,419,31,190,6.58e-07,50.4
"AT4G30825","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.635,592,409,7,251,834,217,767,2.36e-36,148
"AT4G12490","TRINITY_DN100013_c1_g1_i5_2_490_945",35.714,42,27,0,37,78,35,76,0.71,30.4
"AT4G36150","TRINITY_DN100018_c8_g1_i5_1_1087_305",27.559,127,69,4,676,799,94,200,5,31.2
"AT4G30640","TRINITY_DN100018_c8_g1_i5_1_1087_305",22.959,196,118,7,73,257,3,176,0.11,34.3
"AT4G34380","TRINITY_DN100007_c0_g1_i3_1_1800_340",27.143,210,118,7,234,419,155,353,3.08e-08,56.6
"AT4G20360","TRINITY_DN100002_c0_g1_i2_1_299_3421",27.907,86,54,2,10,95,265,342,3.2,31.2
"AT4G25440","TRINITY_DN100007_c0_g1_i5_1_2253_793",24.312,218,127,8,136,321,148,359,0.025,37.4
"AT4G39050","TRINITY_DN100000_c0_g1_i1_1_76_1308",24.359,78,50,2,983,1055,338,411,0.13,36.6
"AT4G39040","TRINITY_DN100022_c7_g1_i2_1_3_749",23.81,63,48,0,177,239,86,148,0.027,36.2
"AT4G03965","TRINITY_DN100000_c0_g1_i1_1_76_1308",31.579,57,37,2,155,209,353,409,0.009,37
"AT4G30950","TRINITY_DN100020_c0_g1_i3_1_86_1510",22.363,237,157,8,169,382,183,415,0.072,36.2
"AT4G33760","TRINITY_DN100022_c2_g1_i4_1_2_1636",26.641,259,165,6,91,343,79,318,3.57e-16,82.4
"AT4G36680","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.857,245,184,3,105,347,424,665,2.29e-19,90.9
"AT4G14365","TRINITY_DN100000_c0_g1_i1_1_76_1308",40,55,31,2,322,374,355,409,0.003,40
"AT4G09160","TRINITY_DN100023_c0_g1_i1_2_2693_1296",26.106,226,142,8,342,554,125,338,2.36e-09,60.8
"AT4G36490","TRINITY_DN100023_c0_g1_i1_2_2693_1296",49.363,314,151,3,4,313,50,359,5.38e-111,343
"AT4G36640","TRINITY_DN100023_c0_g1_i3_2_2612_1296",27.53,247,157,8,14,241,95,338,3.38e-11,63.9
"AT4G14190","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.581,279,205,4,147,420,332,604,3.43e-13,72.8
"AT4G36250","TRINITY_DN100023_c0_g1_i3_2_2612_1296",31.25,64,42,1,38,101,11,72,4.8,30.4
"AT4G30580","TRINITY_DN100016_c0_g1_i1_1_1385_213",22.685,216,146,8,111,311,20,229,0.000411,42.4
"AT4G39180","TRINITY_DN100023_c0_g1_i3_2_2612_1296",51.447,311,149,1,42,352,72,380,1.35e-114,351
"AT4G39170","TRINITY_DN100023_c0_g1_i3_2_2612_1296",52.218,293,137,1,53,345,72,361,1.29e-112,348
"AT4G28850","TRINITY_DN100013_c1_g1_i4_1_341_802",36.364,55,28,4,163,215,10,59,10,27.7
"AT4G01400","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.348,359,202,6,50,345,123,478,5.48e-23,106
"AT4G01350","TRINITY_DN100009_c0_g1_i2_2_4173_460",46.875,32,17,0,490,521,316,347,1.2,33.1
"AT4G17585","TRINITY_DN100010_c0_g1_i4_1_213_2078",30.645,62,43,0,28,89,98,159,0.000109,41.6
"AT4G19530","TRINITY_DN100018_c8_g1_i5_1_1087_305",30.37,135,77,7,609,728,111,243,5,31.2
"AT4G02660","TRINITY_DN100007_c0_g1_i3_1_1800_340",26.554,177,113,6,3277,3441,159,330,0.066,39.7
"AT4G14510","TRINITY_DN100022_c7_g1_i4_1_3_1295",28.723,94,63,1,663,756,63,152,0.000887,43.5
"AT4G21130","TRINITY_DN100007_c0_g1_i5_1_2253_793",21.834,229,146,8,211,419,119,334,0.001,42
"AT4G16390","TRINITY_DN100008_c0_g2_i1_1_534_2876",23.831,449,324,9,155,591,261,703,2.23e-32,134
"AT4G21160","TRINITY_DN100002_c0_g1_i3_1_299_3406",41.667,36,21,0,200,235,53,88,0.051,36.2
"AT4G01570","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.681,705,445,16,54,732,124,768,1.47e-44,172
"AT4G11920","TRINITY_DN100007_c0_g1_i3_1_1800_340",23.577,246,132,8,221,450,126,331,0.078,36.2
"AT4G21170","TRINITY_DN100008_c0_g2_i1_1_534_2876",21.554,399,266,10,154,547,387,743,3.07e-15,79.7
"AT4G01595","TRINITY_DN100003_c0_g1_i4_1_835_260",34.375,64,40,2,17,79,58,120,0.002,37.4
"AT4G21190","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.571,91,60,4,121,209,311,398,2.2,30.8
"AT4G00910","TRINITY_DN100010_c0_g1_i4_1_213_2078",30.536,429,258,10,55,459,106,518,2.15e-58,206
"AT4G00720","TRINITY_DN100003_c0_g1_i4_1_835_260",29.651,172,95,4,273,422,22,189,2.88e-14,72.4
"AT4G20170","TRINITY_DN100021_c0_g2_i1_1_209_1957",24.545,110,66,6,244,349,302,398,0.39,33.9
"AT4G00990","TRINITY_DN100009_c0_g1_i2_2_4173_460",45.438,559,255,12,78,607,188,725,5.88e-151,479
"AT4G27470","TRINITY_DN100009_c0_g1_i2_2_4173_460",22.105,95,65,3,33,123,179,268,0.054,35.4
"AT4G00700","TRINITY_DN100002_c0_g1_i3_1_299_3406",40.228,1054,527,24,5,1006,34,1036,0,696
"AT4G20130","TRINITY_DN100016_c0_g1_i1_1_1385_213",30.952,84,44,2,2,72,212,294,3.6,30.8
"AT4G31180","TRINITY_DN100022_c2_g1_i4_1_2_1636",21.996,541,320,22,74,550,37,539,1.06e-11,67.8
"AT4G20090","TRINITY_DN100008_c0_g2_i1_1_534_2876",32.574,439,292,2,180,618,309,743,5.14e-74,256
"AT4G00800","TRINITY_DN100007_c0_g1_i5_1_2253_793",31.373,51,35,0,481,531,306,356,0.29,36.6
"AT4G29170","TRINITY_DN100002_c0_g1_i2_1_299_3421",31.429,70,42,2,97,160,34,103,3.5,29.6
"AT4G22910","TRINITY_DN100007_c0_g1_i3_1_1800_340",22.951,244,136,8,229,458,126,331,0.37,33.9
"AT4G04220","TRINITY_DN100018_c8_g1_i5_1_1087_305",30.435,161,109,3,124,282,87,246,1.58e-05,48.1
"AT4G20700","TRINITY_DN100007_c0_g1_i3_1_1800_340",37.037,27,17,0,39,65,30,56,3.3,31.2
"AT4G20740","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.034,767,470,16,18,677,20,765,4.65e-42,164
"AT4G01200","TRINITY_DN100002_c0_g1_i3_1_299_3406",29.31,58,30,3,52,100,77,132,4.4,29.3
"AT4G01170","TRINITY_DN100002_c0_g1_i3_1_299_3406",37.736,53,31,1,133,185,169,219,1.5,32
"AT4G02610","TRINITY_DN100017_c0_g1_i4_1_2933_3550",26.606,109,66,5,51,148,7,112,1.9,30
"AT4G22930","TRINITY_DN100024_c3_g1_i2_1_2429_1287",77.183,355,81,0,21,375,23,377,0,597
"AT4G29380","TRINITY_DN100007_c0_g1_i3_1_1800_340",26.316,209,117,8,1071,1263,146,333,0.49,35.4
"AT4G20080","TRINITY_DN100002_c0_g1_i3_1_299_3406",45.806,775,382,16,21,774,279,1036,0,639
"AT4G00590","TRINITY_DN100001_c8_g1_i4_1_135_1037",26.706,337,196,7,15,346,6,296,1.59e-21,94.4
"AT4G17680","TRINITY_DN100000_c0_g1_i2_1_55_1236",39.13,46,18,3,264,302,339,381,7.7,28.9
"AT4G04930","TRINITY_DN100020_c0_g1_i3_1_86_1510",31.25,80,40,4,223,289,339,416,2.9,30.4
"AT4G02820","TRINITY_DN100008_c0_g2_i1_1_534_2876",21.791,335,250,5,164,492,248,576,3.08e-15,79.3
"AT4G29860","TRINITY_DN100007_c0_g1_i5_1_2253_793",31.579,95,56,3,15,100,154,248,0.014,38.1
"AT4G04940","TRINITY_DN100007_c0_g1_i5_1_2253_793",23.649,148,99,4,486,619,126,273,0.001,43.1
"AT4G15475","TRINITY_DN100018_c8_g1_i5_1_1087_305",23.5,200,112,9,338,528,11,178,0.091,35.8
"AT4G33270","TRINITY_DN100007_c0_g1_i5_1_2253_793",27.632,152,92,5,130,268,247,393,4.63e-05,46.2
"AT4G33260","TRINITY_DN100007_c0_g1_i3_1_1800_340",27.632,152,92,5,120,258,247,393,4.13e-05,46.2
"AT4G18710","TRINITY_DN100003_c0_g1_i4_1_835_260",28.488,172,97,4,175,324,22,189,6.27e-13,67.8
"AT4G35140","TRINITY_DN100007_c0_g1_i5_1_2253_793",33.333,60,38,2,49,106,293,352,0.048,37
"AT4G11270","TRINITY_DN100007_c0_g1_i5_1_2253_793",33.333,72,35,3,520,587,291,353,0.066,38.1
"AT4G29830","TRINITY_DN100007_c0_g1_i3_1_1800_340",28.448,116,72,4,177,283,230,343,0.000121,44.3
"AT4G04900","TRINITY_DN100009_c0_g1_i2_2_4173_460",31.579,38,26,0,54,91,442,479,5.4,28.1
"AT4G21705","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.015,268,200,5,128,391,283,545,9.26e-10,61.6
"AT4G11330","TRINITY_DN100003_c0_g1_i4_1_835_260",29.885,174,100,5,177,331,21,191,3.64e-16,77
"AT4G15900","TRINITY_DN100007_c0_g1_i3_1_1800_340",26.047,215,134,7,226,416,121,334,4.46e-12,68.6
"AT4G03020","TRINITY_DN100007_c0_g1_i3_1_1800_340",21.862,247,134,9,240,448,125,350,0.002,41.2
"AT4G24150","TRINITY_DN100009_c0_g1_i2_2_4173_460",48.276,29,15,0,245,273,51,79,0.64,33.5
"AT4G11610","TRINITY_DN100002_c0_g1_i3_1_299_3406",43.403,1046,508,24,7,1011,34,1036,0,805
"AT4G21880","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.031,258,175,7,389,625,190,447,6.79e-14,76.3
"AT4G03000","TRINITY_DN100000_c0_g1_i2_1_55_1236",37.778,45,28,0,760,804,342,386,0.000268,44.7
"AT4G02280","TRINITY_DN100002_c0_g1_i3_1_299_3406",30,40,28,0,740,779,666,705,8,30.8
"AT4G33210","TRINITY_DN100018_c8_g1_i5_1_1087_305",25.625,160,99,5,374,518,98,252,0.32,35
"AT4G37740","TRINITY_DN100009_c0_g1_i2_2_4173_460",36.957,46,29,0,228,273,50,95,0.15,35.4
"AT4G34830","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.879,389,267,2,463,818,277,665,1.33e-31,134
"AT4G21900","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.211,95,70,2,154,248,652,744,1.1,32.7
"AT4G38480","TRINITY_DN100007_c0_g1_i3_1_1800_340",31.579,57,37,1,51,105,299,355,0.022,37.7
"AT4G26870","TRINITY_DN100022_c2_g1_i4_1_2_1636",22.736,497,304,15,81,524,70,539,4.44e-21,97.4
"AT4G15830","TRINITY_DN100001_c8_g1_i2_1_209_667",42.424,66,33,1,138,198,76,141,8.91e-09,54.3
"AT4G34580","TRINITY_DN100023_c0_g1_i1_2_2693_1296",55.479,292,127,1,33,324,72,360,5.49e-116,356
"AT4G11690","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.257,545,357,5,35,545,154,698,1.28e-71,247
"AT4G26800","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.33,333,232,0,3,335,341,673,8.65e-56,197
"AT4G15740","TRINITY_DN100002_c0_g1_i2_1_299_3421",31.169,77,46,2,32,108,26,95,0.5,33.5
"AT4G04790","TRINITY_DN100008_c0_g2_i1_1_534_2876",20.556,360,244,9,369,697,190,538,3.39e-15,80.5
"AT4G35050","TRINITY_DN100007_c0_g1_i5_1_2253_793",23.567,157,101,6,235,376,133,285,3.6,30.4
"AT4G26980","TRINITY_DN100018_c8_g4_i2_1_553_2",44.186,43,23,1,102,144,143,184,0.34,32.7
"AT4G24560","TRINITY_DN100019_c1_g2_i1_1_768_1",31.25,80,41,4,571,639,124,200,4.9,31.2
"AT4G01990","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.308,260,189,5,89,341,228,481,2.66e-06,50.8
"AT4G39620","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.231,325,234,4,130,452,313,630,7.57e-29,122
"AT4G11110","TRINITY_DN100007_c0_g1_i5_1_2253_793",24.434,221,135,7,732,930,123,333,5.92e-05,47.4
"AT4G18900","TRINITY_DN100007_c0_g1_i3_1_1800_340",26.271,236,129,11,231,430,154,380,2.12e-06,50.4
"AT4G29750","TRINITY_DN100022_c7_g1_i4_1_3_1295",32.184,87,59,0,248,334,69,155,9.75e-07,52.8
"AT4G10265","TRINITY_DN100001_c8_g1_i4_1_135_1037",25.397,63,43,1,6,68,115,173,5.8,25.8
"AT4G38150","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.082,196,129,2,81,266,536,731,7.21e-22,97.1
"AT4G32990","TRINITY_DN100007_c0_g1_i5_1_2253_793",24.161,149,86,3,19,166,208,330,8.3,28.9
"AT4G15755","TRINITY_DN100002_c0_g1_i2_1_299_3421",25.397,63,40,1,6,68,35,90,5.9,29.3
"AT4G13070","TRINITY_DN100022_c7_g1_i4_1_3_1295",29.787,94,60,2,180,271,63,152,0.089,35
"AT4G23840","TRINITY_DN100018_c8_g1_i5_1_1087_305",32.292,192,123,3,56,242,64,253,8.49e-21,93.6
"AT4G13000","TRINITY_DN100003_c0_g1_i2_1_1060_611",40,50,30,0,221,270,37,86,9.58e-06,45.8
"AT4G21530","TRINITY_DN100007_c0_g1_i5_1_2253_793",38.182,55,34,0,63,117,113,167,0.075,37
"AT4G30200","TRINITY_DN100001_c8_g1_i2_1_209_667",45,40,22,0,258,297,90,129,1.3,31.6
"AT4G31010","TRINITY_DN100022_c7_g1_i4_1_3_1295",52.055,219,103,1,149,367,55,271,1.1e-74,243
"AT4G24740","TRINITY_DN100003_c0_g1_i4_1_835_260",64.211,190,66,2,237,424,1,190,2.06e-84,260
"AT4G34460","TRINITY_DN100007_c0_g1_i5_1_2253_793",24.841,157,94,6,169,315,223,365,0.015,37.7
"AT4G35500","TRINITY_DN100003_c0_g1_i4_1_835_260",32.086,187,102,6,249,418,12,190,5.12e-21,91.7
"AT4G32660","TRINITY_DN100003_c0_g1_i4_1_835_260",73.298,191,49,1,210,398,1,191,4.36e-101,302
"AT4G37210","TRINITY_DN100006_c3_g1_i2_2_755_1384",30,50,33,2,264,312,82,130,3.7,30
"AT4G13100","TRINITY_DN100000_c0_g1_i2_1_55_1236",39.623,53,26,3,217,265,342,392,0.003,39.3
"AT4G08690","TRINITY_DN100023_c0_g1_i1_2_2693_1296",23.577,246,157,9,18,239,97,335,1.26e-06,50.1
"AT4G13020","TRINITY_DN100003_c0_g1_i4_1_835_260",30.481,187,102,6,130,292,8,190,9.04e-13,67.8
"AT4G20260","TRINITY_DN100004_c2_g1_i3_1_249_902",29.167,72,43,3,94,163,76,141,5.4,28.5
"AT4G15953","TRINITY_DN100009_c0_g1_i2_2_4173_460",32.203,59,33,2,25,82,1124,1176,0.035,33.1
"AT4G17616","TRINITY_DN100008_c0_g2_i1_1_534_2876",21.875,288,181,7,383,632,423,704,0.001,42.7
"AT4G04632","TRINITY_DN100003_c0_g1_i2_1_1060_611",36.585,41,26,0,2,42,53,93,0.003,35.4
"AT4G24204","TRINITY_DN100000_c0_g1_i1_1_76_1308",40.625,64,38,0,107,170,342,405,9.58e-10,57.4
"AT4G05612","TRINITY_DN100009_c0_g1_i2_2_4173_460",24.138,116,77,3,187,302,630,734,2.3,31.2
"AT4G19890","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.88,509,359,3,109,617,140,645,3.73e-62,224
"AT4G18905","TRINITY_DN100007_c0_g1_i3_1_1800_340",22.634,243,152,13,273,499,154,376,0.064,36.6
"AT4G33980","TRINITY_DN100011_c4_g1_i1_2_987_532",57.143,28,10,1,58,85,27,52,0.01,36.2
"AT4G38910","TRINITY_DN100022_c8_g1_i3_1_1038_241",56.075,107,44,1,180,283,160,266,1.67e-40,144
"AT4G32551","TRINITY_DN100007_c0_g1_i5_1_2253_793",26.496,117,62,5,687,790,154,259,2.8,32.3
"AT5G22400","TRINITY_DN100002_c0_g1_i2_1_299_3421",26.154,65,48,0,346,410,36,100,6.8,30
"AT5G06530","TRINITY_DN100017_c0_g1_i4_1_2933_3550",40.476,42,23,1,14,55,3,42,3.6,30.8
"AT5G53560","TRINITY_DN100020_c0_g1_i3_1_86_1510",44.706,85,44,2,3,85,29,112,9.52e-16,74.3
"AT5G56130","TRINITY_DN100007_c0_g1_i5_1_2253_793",19.93,286,186,8,14,290,150,401,0.049,35.8
"AT5G43410","TRINITY_DN100002_c0_g1_i3_1_299_3406",34.146,41,27,0,9,49,261,301,1.8,28.9
"AT5G56160","TRINITY_DN100023_c0_g1_i1_2_2693_1296",44.798,346,174,5,34,364,61,404,8.76e-97,307
"AT5G27080","TRINITY_DN100007_c0_g1_i3_1_1800_340",25.658,152,95,5,113,251,247,393,0.08,35.8
"AT5G01960","TRINITY_DN100000_c0_g1_i2_1_55_1236",29.167,48,32,1,362,407,339,386,3.2,30.4
"AT5G44530","TRINITY_DN100003_c0_g1_i4_1_835_260",25.287,87,59,1,112,192,78,164,2.1,31.6
"AT5G22320","TRINITY_DN100018_c8_g1_i5_1_1087_305",36.036,111,63,4,32,134,133,243,0.4,33.1
"AT5G44510","TRINITY_DN100018_c8_g1_i5_1_1087_305",28.395,162,112,4,723,881,88,248,0.46,34.7
"AT5G08310","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.654,722,424,10,88,784,140,766,1.63e-58,214
"AT5G56510","TRINITY_DN100007_c0_g1_i3_1_1800_340",24.219,128,86,4,466,593,184,300,1.2,32.7
"AT5G61990","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.513,698,457,6,38,729,100,768,1.88e-94,320
"AT5G16420","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.989,376,265,2,126,500,322,696,5.13e-51,187
"AT5G14080","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.59,549,378,10,41,563,118,656,6.69e-35,141
"AT5G06400","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.155,343,234,5,670,1008,343,680,6.9e-33,137
"AT5G17370","TRINITY_DN100007_c0_g1_i5_1_2253_793",24.272,103,69,3,404,498,158,259,0.048,37
"AT5G14050","TRINITY_DN100007_c0_g1_i3_1_1800_340",32.353,68,36,2,352,409,271,338,0.44,33.9
"AT5G16180","TRINITY_DN100022_c7_g1_i4_1_3_1295",29.524,105,67,2,570,671,63,163,0.000112,45.8
"AT5G43200","TRINITY_DN100017_c0_g1_i4_3_1281_451",37.931,29,18,0,156,184,67,95,8.8,27.7
"AT5G58120","TRINITY_DN100018_c8_g1_i5_1_1087_305",37.805,82,45,4,583,659,168,248,2.2,32.3
"AT5G12100","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.66,617,427,4,156,765,150,766,8.01e-80,276
"AT5G65820","TRINITY_DN100008_c0_g2_i1_1_534_2876",27.792,403,283,5,181,579,277,675,1.92e-47,179
"AT5G65560","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.572,664,431,7,69,702,103,766,3.04e-94,318
"AT5G66750","TRINITY_DN100017_c0_g1_i1_2_3342_451",29.134,508,318,9,202,672,209,711,4.2e-58,214
"AT5G27460","TRINITY_DN100008_c0_g2_i1_1_534_2876",18.66,418,303,4,32,415,278,692,3.34e-11,66.2
"AT5G36300","TRINITY_DN100008_c0_g2_i1_1_534_2876",20.27,296,197,6,3,262,338,630,9.86e-18,84
"AT5G40400","TRINITY_DN100008_c0_g2_i1_1_534_2876",26.909,550,363,6,82,595,127,673,1.49e-56,206
"AT5G48810","TRINITY_DN100020_c0_g1_i3_1_86_1510",42.857,70,39,1,9,78,37,105,3.84e-12,63.9
"AT5G54200","TRINITY_DN100007_c0_g1_i5_1_2253_793",33.898,59,37,2,481,538,128,185,0.032,38.1
"AT5G26751","TRINITY_DN100003_c0_g1_i4_1_835_260",29.48,173,96,4,204,354,22,190,3.8e-13,68.6
"AT5G48730","TRINITY_DN100008_c0_g2_i1_1_534_2876",23.429,350,262,3,156,503,252,597,8.87e-24,105
"AT5G10690","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.39,369,228,11,74,412,418,765,8.35e-19,90.9
"AT5G47510","TRINITY_DN100023_c0_g1_i1_2_2693_1296",57.101,345,137,2,24,357,98,442,1.16e-138,407
"AT5G47360","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.775,356,228,11,125,468,232,577,3.23e-30,125
"AT5G53660","TRINITY_DN100009_c0_g1_i2_2_4173_460",44.444,27,15,0,112,138,54,80,0.7,32.7
"AT5G61370","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.26,289,207,3,125,412,408,688,2.79e-20,95.1
"AT5G52820","TRINITY_DN100007_c0_g1_i3_1_1800_340",24.082,245,148,8,255,465,129,369,5.63e-06,49.3
"AT5G11530","TRINITY_DN100002_c0_g1_i3_2_3391_2918",21.782,101,75,1,102,198,55,155,1.7,32
"AT5G47710","TRINITY_DN100002_c0_g1_i2_1_299_3421",30.864,81,51,1,5,80,629,709,3.69e-08,52.8
"AT5G21040","TRINITY_DN100007_c0_g1_i3_1_1800_340",23.506,251,150,11,177,392,129,372,0.005,40
"AT5G18525","TRINITY_DN100007_c0_g1_i5_1_2253_793",37.288,59,36,1,1484,1541,127,185,0.4,35.8
"AT5G18475","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.909,339,238,3,152,490,273,608,3.48e-48,179
"AT5G40100","TRINITY_DN100018_c8_g1_i5_1_1087_305",32.967,91,44,3,776,865,175,249,2.2,32.3
"AT5G47730","TRINITY_DN100023_c0_g1_i1_2_2693_1296",28.926,242,157,6,6,241,99,331,4.16e-21,94.4
"AT5G42520","TRINITY_DN100022_c8_g1_i3_1_1038_241",57.265,117,48,2,226,342,152,266,6.44e-41,147
"AT5G11310","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.88,483,316,9,73,521,288,762,2.12e-42,163
"AT5G54080","TRINITY_DN100022_c7_g1_i5_1_256_714",26,50,37,0,63,112,23,72,4.3,29.6
"AT5G39710","TRINITY_DN100008_c0_g2_i1_1_534_2876",31.685,647,416,5,47,670,123,766,7.84e-106,345
"AT5G44670","TRINITY_DN100021_c0_g2_i1_1_209_1957",24.324,111,67,6,259,365,302,399,0.044,37
"AT5G52250","TRINITY_DN100007_c0_g1_i5_1_2253_793",25.197,127,80,5,185,300,228,350,0.36,33.5
"AT5G15060","TRINITY_DN100017_c0_g1_i4_1_2933_3550",33.333,42,26,1,8,49,95,134,2.7,28.1
"AT5G49200","TRINITY_DN100007_c0_g1_i3_1_1800_340",26.087,207,131,5,128,312,153,359,4.65e-07,52.4
"AT5G49430","TRINITY_DN100007_c0_g1_i3_1_1800_340",23.445,209,117,6,254,420,123,330,8.98e-05,47.8
"AT5G17680","TRINITY_DN100018_c8_g1_i5_1_1087_305",27.397,219,120,8,656,867,16,202,0.17,36.2
"AT5G52180","TRINITY_DN100011_c4_g1_i1_1_1610_3055",51.915,470,212,4,1,458,15,482,1.39e-166,483
"AT5G02120","TRINITY_DN100009_c0_g1_i2_2_4173_460",43.333,30,16,1,37,66,633,661,6,26.9
"AT5G52560","TRINITY_DN100023_c0_g1_i3_1_205_885",32.727,55,36,1,91,144,80,134,2.1,31.6
"AT5G67140","TRINITY_DN100018_c8_g4_i2_1_553_2",26.744,86,60,2,86,171,102,184,0.33,32
"AT5G61400","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.427,562,383,4,57,615,141,697,2.11e-76,263
"AT5G35640","TRINITY_DN100021_c0_g2_i1_1_209_1957",34.286,35,23,0,20,54,223,257,8.4,27.7
"AT5G61540","TRINITY_DN100001_c8_g1_i4_1_135_1037",29.258,229,131,8,80,304,68,269,4.4e-15,75.5
"AT5G02430","TRINITY_DN100007_c0_g1_i5_1_2253_793",32.759,58,37,2,533,589,129,185,0.11,36.6
"AT5G21910","TRINITY_DN100020_c0_g1_i3_1_86_1510",28.302,53,31,1,46,98,133,178,7.1,26.6
"AT5G03200","TRINITY_DN100000_c0_g1_i2_1_55_1236",38.776,49,29,1,281,328,338,386,0.000705,41.6
"AT5G25350","TRINITY_DN100018_c8_g1_i5_1_1087_305",28.972,214,125,10,142,336,44,249,0.000235,43.9
"AT5G22750","TRINITY_DN100017_c0_g1_i1_2_3342_451",35.714,182,104,6,859,1029,557,736,1.22e-19,95.5
"AT5G01110","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.076,736,499,7,7,724,38,768,2.32e-102,335
"AT5G41170","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.07,516,358,2,17,527,186,698,6.1e-76,258
"AT5G20885","TRINITY_DN100009_c0_g1_i2_2_4173_460",25.962,104,58,5,38,139,151,237,1.7,29.6
"AT5G25150","TRINITY_DN100007_c0_g1_i5_1_2253_793",24.82,278,177,8,420,669,116,389,4.96e-09,59.7
"AT5G01720","TRINITY_DN100018_c8_g1_i5_1_1087_305",26.5,200,112,8,400,569,10,204,6.62e-07,52
